Año	Comarca código	Comarca nombre	Tipo de presupuesto	Estado de la información	Total gastos	Gastos de personal	Gastos en bienes corrientes y servicios	Gastos financieros	Transferencias corrientes	Gastos, fondo de contingencia	Inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros
2010	14	Aranda	Presupuestos	Consolidada	2736121,84	989236,63	1313226,56	10000,93	246737,01		69189,77	62772,22	0,0	44958,72
2010	15	Ribera Alta del Ebro	Presupuestos	Consolidada	5045470,18	1952930,36	1604082,62	2500,0	575537,87		676039,79	234379,54	0,0	0,0
2010	16	Valdejalón	Presupuestos	Consolidada	4473593,98	1485343,0	1839776,61	200,0	769595,61		259060,44	119618,32	0,0	0,0
2010	18	Ribera Baja del Ebro	Presupuestos	Consolidada	3569571,89	1252359,42	1707011,13	1197,09	374255,98		44985,91	189762,36	0,0	0,0
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Presupuestos	Consolidada	3282958,24	900416,73	915761,27	24185,33	783380,24		655214,67	0,0	4000,0	0,0
2010	20	Comunidad de Calatayud	Presupuestos	Consolidada	6671216,0	1140480,0	766000,0	8900,0	1885236,0		2143600,0	692500,0	6000,0	28500,0
2010	21	Campo de Cariñena	Presupuestos	Consolidada	4033865,4	898840,0	1338800,0	69640,0	435640,0		1124409,4	54936,0	0,0	111600,0
2010	22	Campo de Belchite	Presupuestos	Consolidada	2674037,24	572342,39	677003,65	300,0	402000,0		24100,0	998291,2	0,0	0,0
2010	23	Bajo Martín	Presupuestos	Consolidada	2628460,95	877350,25	1078738,86	5250,0	268510,35		76084,25	322527,24	0,0	0,0
2010	24	Campo de Daroca	Presupuestos	Consolidada	2904182,28	1155801,83	1025321,45	6000,0	501959,0		207100,0	0,0	0,0	8000,0
2010	25	Jiloca	Presupuestos	Consolidada	4237200,0	1798500,0	1417700,0	28000,0	382000,0		453000,0	158000,0	0,0	0,0
2010	26	Cuencas Mineras	Presupuestos	Sin información										
2010	27	Andorra-Sierra de Arcos	Presupuestos	Consolidada	3354902,04	1529606,54	921099,05	1000,0	315693,79		437502,66	150000,0	0,0	0,0
2010	28	Bajo Aragón	Presupuestos	Sin información										
2010	29	Comunidad de Teruel	Presupuestos	Consolidada	4783879,0	1845200,0	921076,0	68000,0	1616046,0		0,0	223557,0	0,0	110000,0
2010	30	Maestrazgo	Presupuestos	Sin información										
2010	31	Sierra de Albarracín	Presupuestos	Consolidada	2370100,0	1383400,0	404900,0	0,0	566800,0		14000,0	1000,0	0,0	0,0
2010	32	Gúdar-Javalambre	Presupuestos	Consolidada	3795130,0	1033545,0	1200635,0	4000,0	1050950,0		56000,0	450000,0	0,0	0,0
2010	33	Matarraña / Matarranya	Presupuestos	Consolidada	6110132,0	1676218,0	1321240,0	6200,0	403017,0		2445570,0	254887,0	0,0	3000,0
2011	01	La Jacetania	Presupuestos	Consolidada	5921343,66	2390521,04	1562530,0	50000,0	1208423,0		427449,62	207420,0	0,0	75000,0
2011	02	Alto Gállego	Presupuestos	Consolidada	4617695,0	1986677,71	1139875,0	30800,0	1312520,0		75200,0	0,0	0,0	72622,29
2011	03	Sobrarbe	Presupuestos	Consolidada	5967126,58	2946548,0	1714074,3	2000,0	530810,0		608117,48	165576,8	0,0	0,0
2011	04	La Ribagorza	Presupuestos	Consolidada	5294000,0	2708200,0	1937626,69	2700,0	484773,31		33700,0	120000,0	7000,0	0,0
2011	05	Cinco Villas	Presupuestos	Consolidada	4753974,75	802361,73	1348940,0	0,0	1193672,81		488774,15	920226,06	0,0	0,0
2011	06	Hoya de Huesca / Plana de Uesca	Presupuestos	Sin información										
2011	07	Somontano de Barbastro	Presupuestos	Consolidada	4726254,15	3015574,42	904305,73	13000,0	372254,0		232820,0	132000,0	6000,0	50300,0
2011	08	Cinca Medio	Presupuestos	Sin información										
2011	09	La Litera / La Llitera	Presupuestos	Consolidada	5093119,41	3073301,54	1458590,87	18102,6	128116,74		76007,66	0,0	0,0	339000,0
2011	10	Los Monegros	Presupuestos	Consolidada	7372582,76	1830414,2	1968907,17	17244,68	2066304,3		1489712,41	0,0	0,0	0,0
2011	11	Bajo Cinca / Baix Cinca	Presupuestos	Consolidada	4617626,92	2087257,89	1208751,29	500,0	221721,67		1099396,07	0,0	0,0	0,0
2011	12	Tarazona y el Moncayo	Presupuestos	Consolidada	2333928,9	1114400,0	746528,9	0,0	473000,0		0,0	0,0	0,0	0,0
2011	13	Campo de Borja	Presupuestos	Consolidada	3221041,01	1589184,83	1006364,03	7999,56	386541,59		143008,0	75004,0	0,0	12939,0
2011	14	Aranda	Presupuestos	Consolidada	2373802,48	902875,57	1225619,07	8072,05	97270,0		58703,27	41772,22	0,0	39490,3
2011	15	Ribera Alta del Ebro	Presupuestos	Consolidada	4541858,16	1731368,67	1591542,64	2000,0	571268,69		411298,62	234379,54	0,0	0,0
2011	16	Valdejalón	Presupuestos	Consolidada	4520610,4	1435958,86	1900898,64	7158,77	684521,13		461452,0	30621,0	0,0	0,0
2011	18	Ribera Baja del Ebro	Presupuestos	Consolidada	3283170,43	1208320,92	1641372,94	2900,0	366199,9		42350,0	22026,67	0,0	0,0
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Presupuestos	Consolidada	3248350,31	772755,78	689010,41	44821,53	735350,0		952039,61	0,0	0,0	54372,98
2011	20	Comunidad de Calatayud	Presupuestos	Consolidada	4829048,0	1141678,18	745650,0	3500,0	1816119,82		815600,0	300500,0	6000,0	0,0
2011	21	Campo de Cariñena	Presupuestos	Consolidada	3394566,0	875940,0	1287200,0	53946,0	262880,0		158000,0	595000,0	0,0	161600,0
2011	22	Campo de Belchite	Presupuestos	Consolidada	1901768,16	557058,92	607088,87	250,0	255500,0		14300,0	467570,37	0,0	0,0
2011	23	Bajo Martín	Presupuestos	Consolidada	2226906,88	889174,16	984074,54	24000,0	243928,82		64000,0	1,0	0,0	21728,36
2011	24	Campo de Daroca	Presupuestos	Consolidada	2450133,83	1081301,83	987132,0	5000,0	100100,0		211600,0	0,0	0,0	65000,0
2011	25	Jiloca	Presupuestos	Consolidada	3676400,0	1778700,0	1363200,0	2500,0	250500,0		25000,0	256500,0	0,0	0,0
2011	26	Cuencas Mineras	Presupuestos	Sin información										
2011	27	Andorra-Sierra de Arcos	Presupuestos	Consolidada	2277960,49	1275758,56	785135,27	1000,0	170263,0		45803,66	0,0	0,0	0,0
2011	28	Bajo Aragón	Presupuestos	Consolidada	3198828,09	2151682,58	691303,62	35653,95	201740,0		5923,04	0,0	0,0	112524,9
2011	29	Comunidad de Teruel	Presupuestos	Consolidada	4158986,56	1892565,86	689566,7	40000,0	1180770,0		272084,0	0,0	0,0	84000,0
2011	30	Maestrazgo	Presupuestos	Sin información										
2011	31	Sierra de Albarracín	Presupuestos	Consolidada	2230843,0	1294142,0	390727,0	1000,0	504464,0		39580,0	930,0	0,0	0,0
2011	32	Gúdar-Javalambre	Presupuestos	Consolidada	3107075,08	977575,25	1029282,67	0,0	650217,16		250000,0	200000,0	0,0	0,0
2011	33	Matarraña / Matarranya	Presupuestos	Sin información										
2012	01	La Jacetania	Presupuestos	Consolidada	4691273,88	2076746,84	909430,66	53586,38	1083010,0		156450,0	301050,0	0,0	111000,0
2012	02	Alto Gállego	Presupuestos	Consolidada	4341455,0	1885962,67	1220588,0	35510,84	1120771,2		6000,0	0,0	0,0	72622,29
2012	03	Sobrarbe	Presupuestos	Consolidada	5349289,66	2936878,0	1604893,87	640,0	473561,43		192039,56	141276,8	0,0	0,0
2012	04	La Ribagorza	Presupuestos	Consolidada	5150800,0	2589650,0	1903383,74	78494,25	352582,26		29800,0	110500,0	3000,0	83389,75
2012	05	Cinco Villas	Presupuestos	Consolidada	4096362,34	553607,98	1542010,0	1000,0	1195000,6		203500,0	601243,76	0,0	0,0
2012	06	Hoya de Huesca / Plana de Uesca	Presupuestos	Consolidada	6230796,06	3193410,89	1437779,67	10000,0	1344202,5		100903,0	124500,0	0,0	20000,0
2012	07	Somontano de Barbastro	Presupuestos	Consolidada	4376860,06	2704471,94	1148346,12	13000,0	267662,0		75780,0	120000,0	6000,0	41600,0
2012	08	Cinca Medio	Presupuestos	Consolidada	3424324,54	2097853,37	768004,5	39500,0	376356,67		142610,0	0,0	0,0	0,0
2012	09	La Litera / La Llitera	Presupuestos	Consolidada	4760859,48	2824701,96	1435396,52	27712,0	90118,0		7000,0	0,0	36931,0	339000,0
2012	10	Los Monegros	Presupuestos	Consolidada	6947093,2	1668008,56	2163140,65	38985,15	1796343,8		1280615,04	0,0	0,0	0,0
2012	11	Bajo Cinca / Baix Cinca	Presupuestos	Consolidada	4642196,28	1984487,61	1276503,18	1000,0	139000,0		1241205,49	0,0	0,0	0,0
2012	12	Tarazona y el Moncayo	Presupuestos	Consolidada	3352119,0	1025250,0	1085148,0	2500,0	535400,0		703821,0	0,0	0,0	0,0
2012	13	Campo de Borja	Presupuestos	Consolidada	3366113,18	1441133,76	1096580,0	17315,56	270505,0		266575,86	150003,0	0,0	124000,0
2012	14	Aranda	Presupuestos	Consolidada	2110294,34	851902,97	995228,48	9043,28	87278,59		84068,8	41772,22	0,0	41000,0
2012	15	Ribera Alta del Ebro	Presupuestos	Consolidada	4509382,31	1866557,09	1716210,63	2000,0	569918,69		345695,9	9000,0	0,0	0,0
2012	16	Valdejalón	Presupuestos	Consolidada	4260773,89	1432617,06	1924767,83	3319,0	547070,0		353000,0	0,0	0,0	0,0
2012	18	Ribera Baja del Ebro	Presupuestos	Consolidada	2798492,32	1079279,59	1364345,86	4875,0	331691,87		15500,0	2800,0	0,0	0,0
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Presupuestos	Consolidada	2746762,25	724136,1	412457,5	21835,33	587555,4		946404,94	0,0	0,0	54372,98
2012	20	Comunidad de Calatayud	Presupuestos	Consolidada	3382374,56	1104277,5	608416,25	19000,0	1594180,81		16500,0	34000,0	6000,0	0,0
2012	21	Campo de Cariñena	Presupuestos	Consolidada	2739118,54	902500,0	1069958,05	48097,56	304009,59		74959,51	129624,87	0,0	209968,96
2012	22	Campo de Belchite	Presupuestos	Consolidada	1525494,41	511297,24	566895,98	450,0	111000,0		3600,0	332251,19	0,0	0,0
2012	23	Bajo Martín	Presupuestos	Consolidada	2020574,69	816756,91	932138,88	34128,59	173678,9		15000,0	0,0	0,0	48871,41
2012	24	Campo de Daroca	Presupuestos	Consolidada	2578189,39	1078797,39	1182492,0	5000,0	146200,0		91700,0	0,0	0,0	74000,0
2012	25	Jiloca	Presupuestos	Consolidada	3600400,0	1730400,0	1395900,0	13000,0	226400,0		51700,0	170700,0	0,0	12300,0
2012	26	Cuencas Mineras	Presupuestos	Consolidada	2398849,51	827331,88	463797,76	24721,88	390460,12		335000,0	308600,0	0,0	48937,87
2012	27	Andorra-Sierra de Arcos	Presupuestos	Consolidada	2337662,19	1257503,0	776472,1	1000,0	135687,09		167000,0	0,0	0,0	0,0
2012	28	Bajo Aragón	Presupuestos	Consolidada	3022421,44	2095334,48	687728,62	35653,95	132090,0		0,0	0,0	0,0	71614,39
2012	29	Comunidad de Teruel	Presupuestos	Consolidada	3365247,85	1540700,0	624314,23	45000,0	966370,0		5000,0	100000,0	0,0	83863,62
2012	30	Maestrazgo	Presupuestos	Sin información										
2012	31	Sierra de Albarracín	Presupuestos	Consolidada	1905800,0	1179300,0	337000,0	600,0	288500,0		100400,0	0,0	0,0	0,0
2012	32	Gúdar-Javalambre	Presupuestos	Consolidada	2806915,0	808039,0	1087826,0	0,0	634850,0		151200,0	125000,0	0,0	0,0
2012	33	Matarraña / Matarranya	Presupuestos	Consolidada	3198890,0	1057650,0	870285,0	19200,0	228700,0		968800,0	7255,0	0,0	47000,0
2013	01	La Jacetania	Presupuestos	Consolidada	4830767,64	2044898,05	1036647,43	69000,0	1172002,16	0,0	66340,0	295880,0	0,0	146000,0
2013	02	Alto Gállego	Presupuestos	Consolidada	4279012,57	1741598,78	1450698,57	35800,0	973292,22	0,0	5000,0	0,0	0,0	72623,0
2013	03	Sobrarbe	Presupuestos	Consolidada	5247737,88	2907380,0	1745791,75	640,0	73550,0	0,0	164258,56	356117,57	0,0	0,0
2013	04	La Ribagorza	Presupuestos	Consolidada	5355000,0	2483550,0	2075979,37	73987,65	361696,96	0,0	151900,0	111000,0	3000,0	93886,02
2013	05	Cinco Villas	Presupuestos	Consolidada	3374233,12	671210,0	1563415,0	3000,0	895225,6	0,0	172000,0	69382,52	0,0	0,0
2013	06	Hoya de Huesca / Plana de Uesca	Presupuestos	Consolidada	7163847,79	3133890,5	1754524,55	2000,0	1960644,74	0,0	168788,0	122000,0	0,0	22000,0
2013	07	Somontano de Barbastro	Presupuestos	Consolidada	4203662,59	2649425,47	1141834,12	10000,0	241383,0	0,0	52170,0	60000,0	6000,0	42850,0
2013	08	Cinca Medio	Presupuestos	Consolidada	3161831,52	1967976,15	739569,1	53500,0	360906,67	0,0	39879,6	0,0	0,0	0,0
2013	09	La Litera / La Llitera	Presupuestos	Consolidada	4760859,48	2824701,96	1435396,52	27712,0	90118,0	0,0	7000,0	0,0	36931,0	339000,0
2013	10	Los Monegros	Presupuestos	Consolidada	5794180,08	1383284,89	1851806,54	58148,31	1447954,18	0,0	932986,16	120000,0	0,0	0,0
2013	11	Bajo Cinca / Baix Cinca	Presupuestos	Consolidada	4642196,28	1984487,61	1276503,18	1000,0	139000,0	0,0	1241205,49	0,0	0,0	0,0
2013	12	Tarazona y el Moncayo	Presupuestos	Consolidada	3195392,98	939973,12	1180804,6	5500,0	599481,26	0,0	469634,0	0,0	0,0	0,0
2013	13	Campo de Borja	Presupuestos	Consolidada	2916117,0	1429762,91	1011641,67	7001,0	431692,0	0,0	6007,0	0,0	0,0	30012,42
2013	14	Aranda	Presupuestos	Consolidada	2235329,16	882635,28	1034751,16	6791,13	168345,24	0,0	30664,27	71276,81	0,0	40865,27
2013	15	Ribera Alta del Ebro	Presupuestos	Consolidada	4815059,21	1739341,56	1551193,07	23000,0	355918,69	0,0	1138605,89	6000,0	0,0	1000,0
2013	16	Valdejalón	Presupuestos	Consolidada	4034173,56	1546924,84	1749027,4	400,0	666821,32	0,0	71000,0	0,0	0,0	0,0
2013	18	Ribera Baja del Ebro	Presupuestos	Consolidada	2506681,32	1079279,59	1089165,86	4000,0	325935,87	0,0	7400,0	900,0	0,0	0,0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Presupuestos	Consolidada	2056869,77	671662,05	528903,3	7729,43	803566,14	0,0	2320,0	0,0	0,0	42688,85
2013	20	Comunidad de Calatayud	Presupuestos	Consolidada	4054652,17	1724014,02	524711,08	19000,0	1736227,07	0,0	14600,0	30100,0	6000,0	0,0
2013	21	Campo de Cariñena	Presupuestos	Consolidada	2677323,17	815900,0	888804,62	40950,0	196699,59	0,0	525000,0	0,0	0,0	209968,96
2013	22	Campo de Belchite	Presupuestos	Consolidada	1335629,91	503532,35	518906,8	1000,0	118945,84	0,0	4023,49	189221,43	0,0	0,0
2013	23	Bajo Martín	Presupuestos	Consolidada	2182828,35	841279,32	898841,49	18000,0	310107,54	0,0	59600,0	0,0	0,0	55000,0
2013	24	Campo de Daroca	Presupuestos	Consolidada	2422989,39	1072797,39	1101100,0	5000,0	172792,0	0,0	21300,0	0,0	0,0	50000,0
2013	25	Jiloca	Presupuestos	Consolidada	3124700,0	1669700,0	939300,0	10600,0	351400,0	0,0	25200,0	116200,0	0,0	12300,0
2013	26	Cuencas Mineras	Presupuestos	Consolidada	1518349,4	837157,94	365895,16	17665,3	225510,12	0,0	21876,3	0,0	0,0	50244,58
2013	27	Andorra-Sierra de Arcos	Presupuestos	Consolidada	2252937,37	1184547,86	812702,42	1000,0	238187,09	0,0	16500,0	0,0	0,0	0,0
2013	28	Bajo Aragón	Presupuestos	Consolidada	2920503,91	2031832,92	598499,46	54677,44	132620,0	0,0	31259,7	0,0	0,0	71614,39
2013	29	Comunidad de Teruel	Presupuestos	Consolidada	3740250,0	1665400,0	643086,38	30000,0	1307900,0	0,0	10000,0	0,0	0,0	83863,62
2013	30	Maestrazgo	Presupuestos	Consolidada	2051981,29	879518,06	398815,2	9394,73	202694,92	0,0	3000,0	72000,0	282000,0	204558,38
2013	31	Sierra de Albarracín	Presupuestos	Consolidada	1886500,0	1147580,0	411620,0	600,0	309900,0	0,0	16800,0	0,0	0,0	0,0
2013	32	Gúdar-Javalambre	Presupuestos	Consolidada	3100701,13	761839,0	1270587,29	0,0	536874,84	0,0	496400,0	35000,0	0,0	0,0
2013	33	Matarraña / Matarranya	Presupuestos	Consolidada	2583100,0	1041050,0	589400,0	5600,0	294300,0	0,0	602100,0	0,0	0,0	50650,0
2014	01	La Jacetania	Presupuestos	Consolidada	5221906,21	1979996,15	1181617,43	35000,0	1107783,0	0,0	529308,63	242201,0	0,0	146000,0
2014	02	Alto Gállego	Presupuestos	Consolidada	4341041,69	1828407,41	1108691,0	14000,0	1290321,0	20000,0	7000,0	0,0	0,0	72622,28
2014	03	Sobrarbe	Presupuestos	Consolidada	4964523,0	2855571,17	1730170,23	640,0	83382,0	0,0	152982,8	141776,8	0,0	0,0
2014	04	La Ribagorza	Presupuestos	Consolidada	5376000,0	2552600,0	2054480,9	110000,0	365685,0	0,0	143300,0	31000,0	3000,0	115934,1
2014	05	Cinco Villas	Presupuestos	Consolidada	3944346,29	636910,0	1477427,4	2000,0	1349297,6	0,0	129000,0	349711,29	0,0	0,0
2014	06	Hoya de Huesca / Plana de Uesca	Presupuestos	Consolidada	6852015,32	3053223,5	1629099,28	2000,0	1806135,54	0,0	237057,0	122000,0	0,0	2500,0
2014	07	Somontano de Barbastro	Presupuestos	Consolidada	4833900,5	2854615,86	1308606,64	6000,0	304863,0	0,0	191615,0	120000,0	4000,0	44200,0
2014	08	Cinca Medio	Presupuestos	Consolidada	3161831,52	1967976,15	739569,1	53500,0	360906,67	0,0	39879,6	0,0	0,0	0,0
2014	09	La Litera / La Llitera	Presupuestos	Consolidada	4884576,57	2841241,77	1365229,55	25000,0	274868,0	0,0	39237,25	0,0	0,0	339000,0
2014	10	Los Monegros	Presupuestos	Consolidada	5164174,93	1419987,77	1768100,05	62985,48	1412089,73	0,0	401010,7	100001,2	0,0	0,0
2014	11	Bajo Cinca / Baix Cinca	Presupuestos	Consolidada	3965391,8	1886626,21	1185940,0	1000,0	557075,59	0,0	284750,0	50000,0	0,0	0,0
2014	12	Tarazona y el Moncayo	Presupuestos	Consolidada	3090254,32	859650,0	799277,9	8431,42	642710,0	0,0	780185,0	0,0	0,0	0,0
2014	13	Campo de Borja	Presupuestos	Consolidada	2772513,44	1429454,67	885757,88	6001,0	411105,0	0,0	11006,0	0,0	0,0	29188,89
2014	14	Aranda	Presupuestos	Consolidada	2121111,0	856068,11	948850,87	5700,0	177985,38	0,0	48376,42	41772,22	0,0	42358,0
2014	15	Ribera Alta del Ebro	Presupuestos	Consolidada	4165611,79	1645676,06	1529788,04	38199,54	812418,69	0,0	79000,0	6000,0	0,0	54529,46
2014	16	Valdejalón	Presupuestos	Consolidada	3994072,67	1564380,0	1659490,03	0,0	733525,95	0,0	36676,69	0,0	0,0	0,0
2014	18	Ribera Baja del Ebro	Presupuestos	Consolidada	2320018,73	1109448,78	840960,11	10431,99	352677,85	0,0	6500,0	0,0	0,0	0,0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Presupuestos	Consolidada	1591616,06	647571,67	502154,7	6329,43	392071,41	0,0	800,0	0,0	0,0	42688,85
2014	20	Comunidad de Calatayud	Presupuestos	Consolidada	4199811,45	1725809,06	744000,0	12000,0	1285901,39	0,0	334100,0	92001,0	6000,0	0,0
2014	21	Campo de Cariñena	Presupuestos	Consolidada	2154323,17	819100,0	853359,17	31054,0	233310,0	0,0	0,0	0,0	0,0	217500,0
2014	22	Campo de Belchite	Presupuestos	Consolidada	1668025,7	483637,85	679171,66	900,0	242290,0	0,0	102026,19	160000,0	0,0	0,0
2014	23	Bajo Martín	Presupuestos	Consolidada	2155638,01	803182,26	919533,11	14000,0	290557,56	0,0	83365,08	0,0	0,0	45000,0
2014	24	Campo de Daroca	Presupuestos	Consolidada	2286325,39	1043797,39	983506,84	30000,0	201621,16	0,0	2400,0	0,0	0,0	25000,0
2014	25	Jiloca	Presupuestos	Consolidada	2977100,0	1669000,0	917900,0	10200,0	350200,0	0,0	17500,0	0,0	0,0	12300,0
2014	26	Cuencas Mineras	Presupuestos	Consolidada	1518349,4	837157,94	365895,16	17665,3	225510,12	0,0	21876,3	0,0	0,0	50244,58
2014	27	Andorra-Sierra de Arcos	Presupuestos	Consolidada	2172507,87	1133505,36	783315,42	1000,0	238187,09	0,0	16500,0	0,0	0,0	0,0
2014	28	Bajo Aragón	Presupuestos	Consolidada	2898115,84	2016863,83	558613,58	22473,92	146554,96	51937,41	23609,51	0,0	0,0	78062,63
2014	29	Comunidad de Teruel	Presupuestos	Consolidada	3800968,43	1733452,67	602126,14	17000,0	1361526,0	0,0	3000,0	0,0	0,0	83863,62
2014	30	Maestrazgo	Presupuestos	Consolidada	2259878,45	899103,46	357076,34	18802,36	228253,98	138437,54	192639,42	368613,97	0,0	56951,38
2014	31	Sierra de Albarracín	Presupuestos	Consolidada	1818000,0	1012000,0	432250,0	600,0	358350,0	0,0	14800,0	0,0	0,0	0,0
2014	32	Gúdar-Javalambre	Presupuestos	Consolidada	2501455,03	786789,0	1071170,83	0,0	643495,2	0,0	0,0	0,0	0,0	0,0
2014	33	Matarraña / Matarranya	Presupuestos	Consolidada	2171268,0	989563,0	542930,0	4000,0	267100,0	0,0	321475,0	0,0	0,0	46200,0
2015	01	La Jacetania	Presupuestos	Consolidado	4431397,0	1979996,0	1162617,0	35000,0	1107783,0	0,0	0,0	0,0	0,0	146000,0
2015	02	Alto Gállego	Presupuestos	Consolidado	4264602,0	1867691,0	1208426,0	19000,0	1000400,0	69962,0	26500,0	0,0	0,0	72622,0
2015	03	Sobrarbe	Presupuestos	Consolidado	4949133,0	2876569,0	1747407,0	640,0	135400,0	0,0	41340,0	147777,0	0,0	0,0
2015	04	La Ribagorza	Presupuestos	Consolidado	5386850,0	2607600,0	2123745,0	84000,0	308955,0	0,0	132550,0	17000,0	1000,0	112000,0
2015	05	Cinco Villas	Presupuestos	Consolidado	4129905,0	560840,0	1579133,0	2000,0	1528777,0	0,0	49000,0	410155,0	0,0	0,0
2015	06	Hoya de Huesca / Plana de Uesca	Presupuestos	Consolidado	6846336,0	3098714,0	1715802,0	2000,0	1883312,0	0,0	64508,0	82001,0	0,0	0,0
2015	07	Somontano de Barbastro	Presupuestos	Consolidado	4973114,0	2899973,0	1358574,0	4000,0	423950,0	40000,0	122617,0	120000,0	4000,0	0,0
2015	08	Cinca Medio	Presupuestos	Consolidado	3237519,0	1862739,0	795153,0	35500,0	500178,0	0,0	37950,0	6000,0	0,0	0,0
2015	09	La Litera / La Llitera	Presupuestos	Consolidado	4741248,0	2849183,0	1397999,0	22000,0	69065,0	4000,0	60000,0	0,0	0,0	339000,0
2015	10	Los Monegros	Presupuestos	Consolidado	5043389,0	1416817,0	1485587,0	61765,0	1756319,0	0,0	183771,0	139130,0	0,0	0,0
2015	11	Bajo Cinca / Baix Cinca	Presupuestos	Sin Información	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2015	12	Tarazona y el Moncayo	Presupuestos	Consolidado	3823048,0	1009700,0	717937,0	9500,0	738742,0	0,0	1347168,0	0,0	0,0	0,0
2015	13	Campo de Borja	Presupuestos	Consolidado	2375690,0	1421743,0	835756,0	6001,0	83001,0	0,0	0,0	0,0	0,0	29189,0
2015	14	Aranda	Presupuestos	Consolidado	2150580,0	893118,0	957821,0	11100,0	224269,0	0,0	2500,0	61772,0	0,0	0,0
2015	15	Ribera Alta del Ebro	Presupuestos	Consolidado	4289249,0	1739058,0	1541269,0	34100,0	812419,0	0,0	98909,0	6000,0	0,0	57494,0
2015	16	Valdejalón	Presupuestos	Consolidado	4464355,0	1606608,0	1981000,0	0,0	856247,0	0,0	20500,0	0,0	0,0	0,0
2015	18	Ribera Baja del Ebro	Presupuestos	Consolidado	2331589,0	1181987,0	860046,0	17000,0	266173,0	0,0	6384,0	0,0	0,0	0,0
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Presupuestos	Consolidado	1749360,0	597591,0	592725,0	4497,0	510444,0	0,0	800,0	0,0	0,0	43303,0
2015	20	Comunidad de Calatayud	Presupuestos	Consolidado	4158630,0	1702800,0	861918,0	13820,0	1173992,0	0,0	159100,0	237000,0	10000,0	0,0
2015	21	Campo de Cariñena	Presupuestos	Consolidado	2154757,0	820100,0	853362,0	26530,0	233310,0	0,0	0,0	0,0	0,0	221455,0
2015	22	Campo de Belchite	Presupuestos	Consolidado	1624231,0	493091,0	665414,0	900,0	231500,0	0,0	73325,0	160000,0	0,0	0,0
2015	23	Bajo Martín	Presupuestos	Consolidado	2602745,0	849425,0	890689,0	7000,0	309940,0	21000,0	460691,0	0,0	0,0	64000,0
2015	24	Campo de Daroca	Presupuestos	Sin Información	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2015	25	Jiloca	Presupuestos	Consolidado	3036500,0	1684100,0	923900,0	13500,0	318900,0	2000,0	81800,0	0,0	0,0	12300,0
2015	26	Cuencas Mineras	Presupuestos	Consolidado	1923274,0	874448,0	398505,0	14531,0	292510,0	0,0	13400,0	276916,0	0,0	52964,0
2015	27	Andorra-Sierra de Arcos	Presupuestos	Consolidado	2197247,0	1081238,0	802185,0	1000,0	300324,0	0,0	12500,0	0,0	0,0	0,0
2015	28	Bajo Aragón	Presupuestos	Consolidado	3558913,0	2324038,0	682481,0	9146,0	305014,0	20627,0	169033,0	0,0	0,0	48574,0
2015	29	Comunidad de Teruel	Presupuestos	Consolidado	4013518,0	1716165,0	595489,0	14000,0	1536000,0	0,0	68000,0	0,0	0,0	83864,0
2015	30	Maestrazgo	Presupuestos	Consolidado	2708399,0	926512,0	351129,0	11555,0	284389,0	65620,0	171030,0	844666,0	0,0	53497,0
2015	31	Sierra de Albarracín	Presupuestos	Consolidado	1751015,0	1015000,0	386650,0	600,0	347165,0	0,0	1600,0	0,0	0,0	0,0
2015	32	Gúdar-Javalambre	Presupuestos	Consolidado	2588257,0	806489,0	1067273,0	3000,0	645495,0	0,0	66000,0	0,0	0,0	0,0
2015	33	Matarraña / Matarranya	Presupuestos	Consolidado	2819716,0	1152675,0	756389,0	3520,0	314632,0	0,0	547100,0	0,0	0,0	45400,0
2016	01	La Jacetania	Presupuestos	Consolidado	4505100,02	1998245,06	1268975,52	9500,0	925499,44	0,0	72000,0	89880,0	0,0	141000,0
2016	02	Alto Gállego	Presupuestos	Consolidado	3963553,0	1903032,73	1084787,99	8400,0	855710,0	12000,0	27000,0	0,0	0,0	72622,28
2016	03	Sobrarbe	Presupuestos	Consolidado	4771093,67	2932132,73	1608445,36	440,0	130000,0	0,0	58275,58	41800,0	0,0	0,0
2016	04	La Ribagorza	Presupuestos	Consolidado	5207214,0	2465964,0	2121745,16	84000,0	308954,84	0,0	96550,0	17000,0	1000,0	112000,0
2016	05	Cinco Villas	Presupuestos	Consolidado	3367875,0	616554,55	1391419,0	500,0	1237208,0	0,0	25000,0	97193,45	0,0	0,0
2016	06	Hoya de Huesca / Plana de Uesca	Presupuestos	Consolidado	6175423,28	3166907,71	1484268,19	2000,0	1443440,38	0,0	48806,0	30001,0	0,0	0,0
2016	07	Somontano de Barbastro	Presupuestos	Consolidado	4581730,56	2855375,21	1388806,98	4000,0	224386,94	35000,0	70161,43	0,0	4000,0	0,0
2016	08	Cinca Medio	Presupuestos	Consolidado	3178608,09	2146704,74	714334,64	10000,0	236638,27	0,0	70930,44	0,0	0,0	0,0
