Año	Municipio código	Municipio nombre	Contenedores de papel y cartón	Kg recogidos papel y cartón
2010	50058	Bubierca	1	784
2010	50059	Bujaraloz	19	23029
2010	50060	Bulbuente	6	9906
2010	50061	Bureta	6	10430
2010	50062	Burgo de Ebro (El)	11	31369
2010	50063	Buste (El)	1	1846
2010	50064	Cabañas de Ebro	13	11569
2010	50065	Cabolafuente	1	469
2010	50066	Cadrete	12	37907
2010	50067	Calatayud	65	209716
2010	50068	Calatorao	10	22474
2010	50069	Calcena	0	308
2010	50070	Calmarza	1	717
2010	50071	Campillo de Aragón	2	1511
2010	50072	Carenas	3	1941
2010	50073	Cariñena	14	53210
2010	50074	Caspe	24	114583
2010	50075	Castejón de Alarba	1	1023
2010	50076	Castejón de las Armas	1	1119
2010	50077	Castejón de Valdejasa	1	2898
2010	50078	Castiliscar	1	3327
2010	50079	Cervera de la Cañada	2	3079
2010	50080	Cerveruela	1	452
2010	50081	Cetina	2	6856
2010	50082	Cimballa	2	1176
2010	50083	Cinco Olivas	1	1475
2010	50084	Clarés de Ribota	1	889
2010	50085	Codo	1	1570
2010	50086	Codos	2	2486
2010	50087	Contamina	1	363
2010	50088	Cosuenda	3	5691
2010	50089	Cuarte de Huerva	39	104931
2010	50090	Cubel	1	2207
2010	50091	Cuerlas (Las)	1	750
2010	50092	Chiprana	2	3416
2010	50093	Chodes	1	1127
2010	50094	Daroca	8	25719
2010	50095	Ejea de los Caballeros	55	173178
2010	50096	Embid de Ariza	1	535
2010	50098	Encinacorba	2	3833
2010	50099	Épila	12	34319
2010	50100	Erla	1	4197
2010	50101	Escatrón	5	16847
2010	50102	Fabara	5	14429
2010	50104	Farlete	6	9493
2010	50105	Fayón	2	4971
2010	50106	Fayos (Los)	3	3241
2010	50107	Figueruelas	18	28011
2010	50108	Fombuena	1	563
2010	50109	Frago (El)	0	0
2010	50110	Frasno (El)	3	4580
2010	50111	Fréscano	5	8785
2010	50113	Fuendejalón	15	36223
2010	50114	Fuendetodos	4	1252
2010	50115	Fuentes de Ebro	54	0
2010	50116	Fuentes de Jiloca	2	2696
2010	50117	Gallocanta	1	1688
2010	50118	Gallur	45	62740
2010	50119	Gelsa	7	17760
2010	50120	Godojos	1	497
2010	50121	Gotor	0	0
2010	50122	Grisel	1	1723
2010	50123	Grisén	5	11383
2010	50124	Herrera de los Navarros	2	6951
2010	50125	Ibdes	2	4876
2010	50126	Illueca	8	20827
2010	50128	Isuerre	0	0
2010	50129	Jaraba	3	3423
2010	50130	Jarque de Moncayo	1	3363
2010	50131	Jaulín	2	4163
2010	50132	Joyosa (La)	15	18702
2010	50133	Lagata	1	1015
2010	50134	Langa del Castillo	1	1677
2010	50135	Layana	0	0
2010	50136	Lécera	5	5423
2010	50137	Leciñena	10	28545
2010	50138	Lechón	1	596
2010	50139	Letux	2	3348
2010	50140	Litago	4	3693
2010	50141	Lituénigo	3	2400
2010	50142	Lobera de Onsella	0	0
2010	50143	Longares	5	13009
2010	50144	Longás	0	0
2010	50146	Lucena de Jalón	1	2348
2010	50147	Luceni	15	22828
2010	50148	Luesia	2	3767
2010	50149	Luesma	1	408
2010	50150	Lumpiaque	3	7682
2010	50151	Luna	2	8603
2010	50152	Maella	8	23875
2010	50153	Magallón	18	45718
2010	50154	Mainar	1	1865
2010	50155	Malanquilla	1	1176
2010	50156	Maleján	5	12336
2010	50157	Malón	9	7898
2010	50159	Maluenda	3	10518
2010	50160	Mallén	51	139472
2010	50161	Manchones	1	1401
2010	50162	Mara	2	1951
2010	50163	María de Huerva	18	60662
2010	50164	Mediana de Aragón	2	6716
2010	50165	Mequinenza	11	36714
2010	50166	Mesones de Isuela	0	1959
2010	50167	Mezalocha	2	3441
2010	50168	Mianos	1	2040
2010	50169	Miedes de Aragón	2	4504
2010	50170	Monegrillo	9	10877
2010	50171	Moneva	2	948
2010	50172	Monreal de Ariza	2	1884
2010	50173	Monterde	2	1893
2010	50174	Montón	2	1233
2010	50175	Morata de Jalón	7	9950
2010	50176	Morata de Jiloca	2	2926
2010	50177	Morés	3	4236
2010	50178	Moros	2	4599
2010	50179	Moyuela	2	2074
2010	50180	Mozota	2	1611
2010	50181	Muel	9	20152
2010	50182	Muela (La)	40	74990
2010	50183	Munébrega	3	4484
2010	50184	Murero	1	1688
2010	50185	Murillo de Gállego	3	3578
2010	50186	Navardún	0	0
2010	50187	Nigüella	1	803
2010	50188	Nombrevilla	1	397
2010	50189	Nonaspe	4	12756
2010	50190	Novallas	14	18279
2010	50191	Novillas	12	23887
2010	50192	Nuévalos	3	3452
2010	50193	Nuez de Ebro	10	10081
2010	50194	Olvés	1	1138
2010	50195	Orcajo	1	375
2010	50196	Orera	1	1205
2010	50197	Orés	0	0
2010	50198	Oseja	0	314
2010	50199	Osera de Ebro	3	6078
2010	50200	Paniza	2	11179
2010	50201	Paracuellos de Jiloca	2	5297
2010	50202	Paracuellos de la Ribera	1	1903
2010	50203	Pastriz	9	18512
2010	50204	Pedrola	63	76030
2010	50205	Pedrosas (Las)	0	0
2010	50206	Perdiguera	9	14547
2010	50207	Piedratajada	0	0
2010	50208	Pina de Ebro	12	37620
2010	50209	Pinseque	30	70971
2010	50210	Pintanos (Los)	0	0
2010	50211	Plasencia de Jalón	1	2956
2010	50212	Pleitas	1	1057
2010	50213	Plenas	1	926
2010	50214	Pomer	0	234
2010	50215	Pozuel de Ariza	1	210
2010	50216	Pozuelo de Aragón	6	12747
2010	50217	Pradilla de Ebro	6	13228
2010	50218	Puebla de Albortón	1	956
2010	50219	Puebla de Alfindén (La)	13	66934
2010	50220	Puendeluna	0	0
2010	50221	Purujosa	0	296
2010	50222	Quinto	9	30536
2010	50223	Remolinos	13	24714
2010	50224	Retascón	1	927
2010	50225	Ricla	6	25379
2010	50227	Romanos	1	1258
2010	50228	Rueda de Jalón	1	2582
2010	50229	Ruesca	1	765
2010	50230	Sádaba	7	16647
2010	50231	Salillas de Jalón	1	2714
2010	50232	Salvatierra de Esca	5	10823
2010	50233	Samper del Salz	1	911
2010	50234	San Martín de la Virgen de Moncayo	3	6154
2010	50235	San Mateo de Gállego	23	52727
2010	50236	Santa Cruz de Grío	1	1331
2010	50237	Santa Cruz de Moncayo	3	2687
2010	50238	Santa Eulalia de Gállego	1	2580
2010	50239	Santed	1	673
2010	50240	Sástago	7	16152
2010	50241	Saviñán	5	7697
2010	50242	Sediles	1	1042
2010	50243	Sestrica	1	2501
2010	50244	Sierra de Luna	0	0
2010	50245	Sigüés	4	6077
2010	50246	Sisamón	1	488
2010	50247	Sobradiel	8	20049
2010	50248	Sos del Rey Católico	2	6895
2010	50249	Tabuenca	5	15364
2010	50250	Talamantes	2	2318
2010	50251	Tarazona	48	197180
2010	50252	Tauste	22	77041
2010	50253	Terrer	2	5029
2010	50254	Tierga	0	0
2010	50255	Tobed	2	2276
2010	50256	Torralba de los Frailes	1	1092
2010	50257	Torralba de Ribota	2	1912
2010	50258	Torralbilla	1	728
2010	50259	Torrehermosa	1	832
2010	50260	Torrelapaja	1	402
2010	50261	Torrellas	8	6175
2010	50262	Torres de Berrellén	23	31577
2010	50263	Torrijo de la Cañada	2	2725
2010	50264	Tosos	2	3543
2010	50265	Trasmoz	1	1682
2010	50266	Trasobares	0	973
2010	50267	Uncastillo	2	8004
2010	50268	Undués de Lerda	0	0
2010	50269	Urrea de Jalón	1	3095
2010	50270	Urriés	0	0
2010	50271	Used	2	3773
2010	50272	Utebo	49	241298
2010	50273	Valdehorna	1	419
2010	50274	Val de San Martín	1	938
2010	50275	Valmadrid	2	756
2010	50276	Valpalmas	0	0
2010	50277	Valtorres	1	1090
2010	50278	Velilla de Ebro	3	3262
2010	50279	Velilla de Jiloca	1	994
2010	50280	Vera de Moncayo	12	8719
2010	50281	Vierlas	2	1949
2010	50282	Vilueña (La)	1	1052
2010	50283	Villadoz	1	971
2010	50284	Villafeliche	2	1769
2010	50285	Villafranca de Ebro	3	10333
2010	50286	Villalba de Perejil	1	1061
2010	50287	Villalengua	2	3700
2010	50288	Villanueva de Gállego	26	74561
2010	50289	Villanueva de Jiloca	1	816
2010	50290	Villanueva de Huerva	5	8537
2010	50291	Villar de los Navarros	1	1335
2010	50292	Villarreal de Huerva	1	2229
2010	50293	Villarroya de la Sierra	3	5594
2010	50294	Villarroya del Campo	1	816
2010	50295	Vistabella	0	0
2010	50296	Zaida (La)	4	7736
2010	50297	Zaragoza	1646	18699270
2010	50298	Zuera	49	130144
2010	50901	Biel	0	0
2010	50902	Marracos	0	0
2010	50903	Villamayor de Gállego	14	47108
2011	22001	Abiego	0	0
2011	22002	Abizanda	2	3543
2011	22003	Adahuesca	0	0
2011	22004	Agüero	2	3592
2011	22006	Aísa	17	14383
2011	22007	Albalate de Cinca	2	15824
2011	22008	Albalatillo	5	5436
2011	22009	Albelda	3	17951
2011	22011	Albero Alto	1	2891
2011	22012	Albero Bajo	3	2148
2011	22013	Alberuela de Tubo	9	7942
2011	22014	Alcalá de Gurrea	4	6088
2011	22015	Alcalá del Obispo	3	10753
2011	22016	Alcampell	3	16573
2011	22017	Alcolea de Cinca	2	14890
2011	22018	Alcubierre	5	9687
2011	22019	Alerre	2	4884
2011	22020	Alfántega	1	1599
2011	22021	Almudévar	16	55933
2011	22022	Almunia de San Juan	1	8494
2011	22023	Almuniente	11	12506
2011	22024	Alquézar	0	0
2011	22025	Altorricón	5	31917
2011	22027	Angüés	3	9395
2011	22028	Ansó	10	19509
2011	22029	Antillón	1	3285
2011	22032	Aragüés del Puerto	2	5086
2011	22035	Arén	16	9579
2011	22036	Argavieso	1	2606
2011	22037	Arguis	2	2584
2011	22039	Ayerbe	7	24506
2011	22040	Azanuy-Alins	2	3688
2011	22041	Azara	0	0
2011	22042	Azlor	0	0
2011	22043	Baells	2	2543
2011	22044	Bailo	7	11761
2011	22045	Baldellou	1	2480
2011	22046	Ballobar	7	12142
2011	22047	Banastás	2	5913
2011	22048	Barbastro	37	274091
2011	22049	Barbués	2	2192
2011	22050	Barbuñales	0	0
2011	22051	Bárcabo	4	3463
2011	22052	Belver de Cinca	5	16858
2011	22053	Benabarre	25	31059
2011	22054	Benasque	0	0
2011	22055	Berbegal	2	7077
2011	22057	Bielsa	4	13716
2011	22058	Bierge	0	0
2011	22059	Biescas	43	64923
2011	22060	Binaced	3	19111
2011	22061	Binéfar	40	199363
2011	22062	Bisaurri	6	5489
2011	22063	Biscarrués	1	4993
2011	22064	Blecua y Torres	2	4555
2011	22066	Boltaña	8	28211
2011	22067	Bonansa	2	2692
2011	22068	Borau	1	3218
2011	22069	Broto	5	14548
2011	22072	Caldearenas	11	9774
2011	22074	Campo	14	9368
2011	22075	Camporrells	1	4090
2011	22076	Canal de Berdún	9	15734
2011	22077	Candasnos	2	5062
2011	22078	Canfranc	14	24793
2011	22079	Capdesaso	3	3647
2011	22080	Capella	8	9658
2011	22081	Casbas de Huesca	3	6548
2011	22082	Castejón del Puente	2	6403
2011	22083	Castejón de Monegros	8	14788
2011	22084	Castejón de Sos	24	20794
2011	22085	Castelflorite	3	2908
2011	22086	Castiello de Jaca	6	10172
2011	22087	Castigaleu	1	3140
2011	22088	Castillazuelo	0	0
2011	22089	Castillonroy	1	8011
2011	22090	Colungo	0	0
2011	22094	Chalamera	0	0
2011	22095	Chía	2	2771
2011	22096	Chimillas	3	7862
2011	22099	Esplús	3	14348
2011	22102	Estada	0	0
2011	22103	Estadilla	2	13801
2011	22105	Estopiñán del Castillo	7	4671
2011	22106	Fago	1	1033
2011	22107	Fanlo	0	0
2011	22109	Fiscal	4	8509
2011	22110	Fonz	3	13240
2011	22111	Foradada del Toscar	7	5673
2011	22112	Fraga	41	179951
2011	22113	Fueva (La)	2	16615
2011	22114	Gistaín	1	3892
2011	22115	Grado (El)	2	7911
2011	22116	Grañén	36	43178
2011	22117	Graus	88	97635
2011	22119	Gurrea de Gállego	14	36442
2011	22122	Hoz de Jaca	3	2821
2011	22124	Huerto	6	6085
2011	22125	Huesca	448	1992686
2011	22126	Ibieca	1	2365
2011	22127	Igriés	7	13731
2011	22128	Ilche	0	0
2011	22129	Isábena	11	8259
2011	22130	Jaca	75	406635
2011	22131	Jasa	4	4609
2011	22133	Labuerda	2	4483
2011	22135	Laluenga	0	0
2011	22136	Lalueza	18	24631
2011	22137	Lanaja	12	31701
2011	22139	Laperdiguera	0	0
2011	22141	Lascellas-Ponzano	0	0
2011	22142	Lascuarre	3	4143
2011	22143	Laspaúles	9	7837
2011	22144	Laspuña	2	7757
2011	22149	Loarre	3	8125
2011	22150	Loporzano	5	11826
2011	22151	Loscorrales	1	2365
2011	22155	Monesma y Cajigar	1	2797
2011	22156	Monflorite-Lascasas	4	6833
2011	22157	Montanuy	23	7521
2011	22158	Monzón	46	290838
2011	22160	Naval	0	0
2011	22162	Novales	2	3964
2011	22163	Nueno	4	12198
2011	22164	Olvena	0	0
2011	22165	Ontiñena	3	7253
2011	22167	Osso de Cinca	5	9097
2011	22168	Palo	0	0
2011	22170	Panticosa	36	32541
2011	22172	Peñalba	11	17025
2011	22173	Peñas de Riglos (Las)	6	5869
2011	22174	Peralta de Alcofea	2	9917
2011	22175	Peralta de Calasanz	2	4980
2011	22176	Peraltilla	0	0
2011	22177	Perarrúa	3	2955
2011	22178	Pertusa	1	2475
2011	22181	Piracés	2	2278
2011	22182	Plan	1	9019
2011	22184	Poleñino	12	5056
2011	22186	Pozán de Vero	0	0
2011	22187	Puebla de Castro (La)	7	11426
2011	22188	Puente de Montañana	5	3905
2011	22189	Puértolas	1	6469
2011	22190	Pueyo de Araguás (El)	1	4026
2011	22193	Pueyo de Santa Cruz	1	4720
2011	22195	Quicena	2	6614
2011	22197	Robres	11	14094
2011	22199	Sabiñánigo	155	412545
2011	22200	Sahún	9	9500
2011	22201	Salas Altas	0	0
2011	22202	Salas Bajas	0	0
2011	22203	Salillas	1	2409
2011	22204	Sallent de Gállego	103	61268
2011	22205	San Esteban de Litera	1	11148
2011	22206	Sangarrén	4	5414
2011	22207	San Juan de Plan	2	4107
2011	22208	Santa Cilia	9	8304
2011	22209	Santa Cruz de la Serós	5	5404
2011	22212	Santaliestra y San Quílez	3	2797
2011	22213	Sariñena	79	99062
2011	22214	Secastilla	5	3958
2011	22215	Seira	8	4117
2011	22217	Sena	10	12260
2011	22218	Senés de Alcubierre	1	1521
2011	22220	Sesa	2	4928
2011	22221	Sesué	4	3351
2011	22222	Siétamo	5	14564
2011	22223	Sopeira	5	3167
2011	22225	Tamarite de Litera	13	79050
2011	22226	Tardienta	21	22528
2011	22227	Tella-Sin	2	7140
2011	22228	Tierz	4	15133
2011	22229	Tolva	5	4512
2011	22230	Torla-Ordesa	4	8804
2011	22232	Torralba de Aragón	5	2483
2011	22233	Torre la Ribera	11	3087
2011	22234	Torrente de Cinca	6	15793
2011	22235	Torres de Alcanadre	0	0
2011	22236	Torres de Barbués	9	6779
2011	22239	Tramaced	1	2190
2011	22242	Valfarta	2	1946
2011	22243	Valle de Bardají	4	1319
2011	22244	Valle de Lierp	3	1715
2011	22245	Velilla de Cinca	2	5570
2011	22246	Beranuy	2	2744
2011	22247	Viacamp y Litera	3	1267
2011	22248	Vicién	1	2672
2011	22249	Villanova	4	4064
2011	22250	Villanúa	14	19549
2011	22251	Villanueva de Sigena	9	11454
2011	22252	Yebra de Basa	1	6159
2011	22253	Yésero	1	2821
2011	22254	Zaidín	8	21153
2011	22901	Valle de Hecho	15	38143
2011	22902	Puente la Reina de Jaca	6	8543
2011	22903	San Miguel del Cinca	2	10848
2011	22904	Sotonera (La)	10	23236
2011	22905	Lupiñén-Ortilla	4	8694
2011	22906	Santa María de Dulcis	0	0
2011	22907	Aínsa-Sobrarbe	19	58515
2011	22908	Hoz y Costeán	0	0
2011	22909	Vencillón	1	9940
2011	44001	Ababuj	1	985
2011	44002	Abejuela	0	0
2011	44003	Aguatón	1	269
2011	44004	Aguaviva	7	11740
2011	44005	Aguilar del Alfambra	1	857
2011	44006	Alacón	6	640
2011	44007	Alba	1	3173
2011	44008	Albalate del Arzobispo	28	37654
2011	44009	Albarracín	6	14024
2011	44010	Albentosa	2	3967
2011	44011	Alcaine	1	883
2011	44012	Alcalá de la Selva	5	6564
2011	44013	Alcañiz	35	235773
2011	44014	Alcorisa	33	61701
2011	44016	Alfambra	5	8650
2011	44017	Aliaga	5	4875
2011	44018	Almohaja	1	371
2011	44019	Alobras	1	896
2011	44020	Alpeñés	1	345
2011	44021	Allepuz	2	1702
2011	44022	Alloza	9	1261
2011	44023	Allueva	0	0
2011	44024	Anadón	1	269
2011	44025	Andorra	66	14843
2011	44026	Arcos de las Salinas	2	1420
2011	44027	Arens de Lledó	3	4612
2011	44028	Argente	1	2969
2011	44029	Ariño	15	1641
2011	44031	Azaila	8	2429
2011	44032	Bádenas	0	0
2011	44033	Báguena	1	4006
2011	44034	Bañón	0	0
2011	44035	Barrachina	0	0
2011	44036	Bea	0	0
2011	44037	Beceite	7	13165
2011	44038	Belmonte de San José	2	2321
2011	44039	Bello	0	0
2011	44040	Berge	3	4642
2011	44041	Bezas	1	1011
2011	44042	Blancas	0	0
2011	44043	Blesa	1	1548
2011	44044	Bordón	2	1804
2011	44045	Bronchales	4	6142
2011	44046	Bueña	0	0
2011	44047	Burbáguena	0	0
2011	44048	Cabra de Mora	2	1126
2011	44049	Calaceite	12	24793
2011	44050	Calamocha	9	46794
2011	44051	Calanda	33	67834
2011	44052	Calomarde	1	1075
2011	44053	Camañas	1	1599
2011	44054	Camarena de la Sierra	0	0
2011	44055	Camarillas	1	1523
2011	44056	Caminreal	5	7630
2011	44059	Cantavieja	10	9571
2011	44060	Cañada de Benatanduz	2	537
2011	44061	Cañada de Verich (La)	2	1881
2011	44062	Cañada Vellida	1	537
2011	44063	Cañizar del Olivar	1	1395
2011	44064	Cascante del Río	1	1011
2011	44065	Castejón de Tornos	0	0
2011	44066	Castel de Cabra	1	1791
2011	44067	Castelnou	3	2097
2011	44068	Castelserás	11	14078
2011	44070	Castellar (El)	2	870
2011	44071	Castellote	15	10288
2011	44074	Cedrillas	7	7972
2011	44075	Celadas	3	5630
2011	44076	Cella	13	37760
2011	44077	Cerollera (La)	2	1914
2011	44080	Codoñera (La)	4	6726
2011	44082	Corbalán	1	1267
2011	44084	Cortes de Aragón	1	960
2011	44085	Cosa	0	0
2011	44086	Cretas	7	13382
2011	44087	Crivillén	5	165
2011	44088	Cuba (La)	2	665
2011	44089	Cubla	1	781
2011	44090	Cucalón	0	0
2011	44092	Cuervo (El)	1	1369
2011	44093	Cuevas de Almudén	1	1702
2011	44094	Cuevas Labradas	1	1804
2011	44096	Ejulve	6	351
2011	44097	Escorihuela	1	2367
2011	44099	Escucha	5	12988
2011	44100	Estercuel	6	481
2011	44101	Ferreruela de Huerva	0	0
2011	44102	Fonfría	0	0
2011	44103	Formiche Alto	2	2431
2011	44105	Fórnoles	2	2230
2011	44106	Fortanete	2	2866
2011	44107	Foz-Calanda	3	5015
2011	44108	Fresneda (La)	6	11065
2011	44109	Frías de Albarracín	1	1996
2011	44110	Fuenferrada	1	473
2011	44111	Fuentes Calientes	1	1523
2011	44112	Fuentes Claras	0	0
2011	44113	Fuentes de Rubielos	2	1625
2011	44114	Fuentespalda	4	7384
2011	44115	Galve	2	1971
2011	44116	Gargallo	8	209
2011	44117	Gea de Albarracín	4	5502
2011	44118	Ginebrosa (La)	3	3880
2011	44119	Griegos	1	1715
2011	44120	Guadalaviar	2	3109
2011	44121	Gúdar	2	1075
2011	44122	Híjar	34	33181
2011	44123	Hinojosa de Jarque	2	1932
2011	44124	Hoz de la Vieja (La)	1	1126
2011	44125	Huesa del Común	1	1152
2011	44126	Iglesuela del Cid (La)	5	6462
2011	44127	Jabaloyas	1	1036
2011	44128	Jarque de la Val	1	1152
2011	44129	Jatiel	3	909
2011	44130	Jorcas	1	550
2011	44131	Josa	1	435
2011	44132	Lagueruela	0	0
2011	44133	Lanzuela	0	0
2011	44135	Libros	1	1958
2011	44136	Lidón	1	729
2011	44137	Linares de Mora	2	4005
2011	44138	Loscos	0	0
2011	44141	Lledó	2	3681
2011	44142	Maicas	1	537
2011	44143	Manzanera	8	7051
2011	44144	Martín del Río	3	6001
2011	44145	Mas de las Matas	16	23972
2011	44146	Mata de los Olmos (La)	3	4896
2011	44147	Mazaleón	6	12689
2011	44148	Mezquita de Jarque	1	1535
2011	44149	Mirambel	2	1599
2011	44150	Miravete de la Sierra	3	486
2011	44151	Molinos	1	3877
2011	44152	Monforte de Moyuela	0	0
2011	44153	Monreal del Campo	5	27831
2011	44154	Monroyo	6	8206
2011	44155	Montalbán	7	18017
2011	44156	Monteagudo del Castillo	1	909
2011	44157	Monterde de Albarracín	1	883
2011	44158	Mora de Rubielos	14	21830
2011	44159	Moscardón	1	909
2011	44160	Mosqueruela	7	7780
2011	44161	Muniesa	4	8560
2011	44163	Noguera de Albarracín	1	1715
2011	44164	Nogueras	0	0
2011	44165	Nogueruelas	2	3033
2011	44167	Obón	1	461
2011	44168	Odón	0	0
2011	44169	Ojos Negros	0	0
2011	44171	Olba	3	3033
2011	44172	Oliete	6	850
2011	44173	Olmos (Los)	2	2169
2011	44174	Orihuela del Tremedal	5	7217
2011	44175	Orrios	1	2035
2011	44176	Palomar de Arroyos	1	2534
2011	44177	Pancrudo	3	1740
2011	44178	Parras de Castellote (Las)	2	1237
2011	44179	Peñarroya de Tastavins	7	11195
2011	44180	Peracense	0	0
2011	44181	Peralejos	1	998
2011	44182	Perales del Alfambra	2	3570
2011	44183	Pitarque	2	1228
2011	44184	Plou	1	550
2011	44185	Pobo (El)	1	1779
2011	44187	Portellada (La)	2	5673
2011	44189	Pozondón	1	1062
2011	44190	Pozuel del Campo	0	0
2011	44191	Puebla de Híjar (La)	18	17578
2011	44192	Puebla de Valverde (La)	8	7306
2011	44193	Puertomingalvo	2	2649
2011	44194	Ráfales	3	3681
2011	44195	Rillo	2	1446
2011	44196	Riodeva	1	2303
2011	44197	Ródenas	1	1011
2011	44198	Royuela	1	3173
2011	44199	Rubiales	1	729
2011	44200	Rubielos de la Cérida	0	0
2011	44201	Rubielos de Mora	9	9878
2011	44203	Salcedillo	1	102
2011	44204	Saldón	1	371
2011	44205	Samper de Calanda	16	16162
2011	44206	San Agustín	2	1919
2011	44207	San Martín del Río	0	0
2011	44208	Santa Cruz de Nogueras	0	0
2011	44209	Santa Eulalia	8	14741
2011	44210	Sarrión	13	14587
2011	44211	Segura de los Baños	1	512
2011	44212	Seno	2	830
2011	44213	Singra	0	0
2011	44215	Terriente	1	2380
2011	44216	Teruel	117	450938
2011	44217	Toril y Masegoso	1	435
2011	44218	Tormón	1	409
2011	44219	Tornos	0	0
2011	44220	Torralba de los Sisones	0	0
2011	44221	Torrecilla de Alcañiz	5	7454
2011	44222	Torrecilla del Rebollar	0	0
2011	44223	Torre de Arcas	2	2079
2011	44224	Torre de las Arcas	1	473
2011	44225	Torre del Compte	2	3313
2011	44226	Torrelacárcel	1	2853
2011	44227	Torre los Negros	0	0
2011	44228	Torremocha de Jiloca	1	1894
2011	44229	Torres de Albarracín	1	2239
2011	44230	Torrevelilla	3	3625
2011	44231	Torrijas	2	845
2011	44232	Torrijo del Campo	0	0
2011	44234	Tramacastiel	1	1254
2011	44235	Tramacastilla	1	1369
2011	44236	Tronchón	2	1356
2011	44237	Urrea de Gaén	6	9173
2011	44238	Utrillas	16	42341
2011	44239	Valacloche	1	384
2011	44240	Valbona	2	2866
2011	44241	Valdealgorfa	7	11605
2011	44243	Valdecuenca	1	717
2011	44244	Valdelinares	3	1484
2011	44245	Valdeltormo	4	7102
2011	44246	Valderrobres	20	49585
2011	44247	Valjunquera	4	8726
2011	44249	Vallecillo (El)	1	601
2011	44250	Veguillas de la Sierra	1	358
2011	44251	Villafranca del Campo	0	0
2011	44252	Villahermosa del Campo	0	0
2011	44256	Villanueva del Rebollar de la Sierra	1	678
2011	44257	Villar del Cobo	1	2662
2011	44258	Villar del Salz	0	0
2011	44260	Villarluengo	4	2406
2011	44261	Villarquemado	4	12028
2011	44262	Villarroya de los Pinares	3	2265
2011	44263	Villastar	2	5758
2011	44264	Villel	2	4683
2011	44265	Vinaceite	4	5486
2011	44266	Visiedo	1	1907
2011	44267	Vivel del Río Martín	1	1100
2011	44268	Zoma (La)	1	282
2011	50001	Abanto	2	1270
2011	50002	Acered	1	2141
2011	50003	Agón	3	5426
2011	50004	Aguarón	2	10346
2011	50005	Aguilón	2	2997
2011	50006	Ainzón	15	41480
2011	50007	Aladrén	1	743
2011	50008	Alagón	82	148059
2011	50009	Alarba	2	1588
2011	50010	Alberite de San Juan	4	3301
2011	50011	Albeta	6	4609
2011	50012	Alborge	1	1615
2011	50013	Alcalá de Ebro	5	5693
2011	50014	Alcalá de Moncayo	2	3015
2011	50015	Alconchel de Ariza	1	1014
2011	50016	Aldehuela de Liestos	1	642
2011	50017	Alfajarín	9	27642
2011	50018	Alfamén	5	18090
2011	50019	Alforque	1	1038
2011	50020	Alhama de Aragón	6	12007
2011	50021	Almochuel	0	0
2011	50022	Almolda (La)	8	13848
2011	50023	Almonacid de la Cuba	2	2517
2011	50024	Almonacid de la Sierra	3	5879
2011	50025	Almunia de Doña Godina (La)	11	59805
2011	50026	Alpartir	2	4197
2011	50027	Ambel	5	9970
2011	50028	Anento	1	1820
2011	50029	Aniñón	3	8380
2011	50030	Añón de Moncayo	4	4040
2011	50031	Aranda de Moncayo	0	0
2011	50032	Arándiga	2	4159
2011	50033	Ardisa	0	0
2011	50034	Ariza	5	13103
2011	50035	Artieda	1	3735
2011	50036	Asín	0	0
2011	50037	Atea	1	1673
2011	50038	Ateca	7	22037
2011	50039	Azuara	3	6235
2011	50040	Badules	1	1271
2011	50041	Bagüés	0	0
2011	50042	Balconchán	1	161
2011	50043	Bárboles	4	6869
2011	50044	Bardallur	1	2433
2011	50045	Belchite	7	14808
2011	50046	Belmonte de Gracián	2	2418
2011	50047	Berdejo	1	656
2011	50048	Berrueco	1	576
2011	50050	Bijuesca	1	1158
2011	50051	Biota	4	10954
2011	50052	Bisimbre	3	3563
2011	50053	Boquiñeni	8	20524
2011	50054	Bordalba	1	758
2011	50055	Borja	75	164807
2011	50056	Botorrita	3	1535
2011	50057	Brea de Aragón	4	14239
2011	50058	Bubierca	1	850
2011	50059	Bujaraloz	19	23602
2011	50060	Bulbuente	6	8106
2011	50061	Bureta	6	8793
2011	50062	Burgo de Ebro (El)	11	18110
2011	50063	Buste (El)	1	1734
2011	50064	Cabañas de Ebro	10	11468
2011	50065	Cabolafuente	1	502
2011	50066	Cadrete	12	8744
2011	50067	Calatayud	65	222489
2011	50068	Calatorao	10	23025
2011	50069	Calcena	0	0
2011	50070	Calmarza	1	789
2011	50071	Campillo de Aragón	2	1578
2011	50072	Carenas	3	1998
2011	50073	Cariñena	14	44655
2011	50074	Caspe	29	97495
2011	50075	Castejón de Alarba	1	1004
2011	50076	Castejón de las Armas	1	1250
2011	50077	Castejón de Valdejasa	1	2780
2011	50078	Castiliscar	1	3320
2011	50079	Cervera de la Cañada	2	3186
2011	50080	Cerveruela	1	549
2011	50081	Cetina	2	7141
2011	50082	Cimballa	2	1301
2011	50083	Cinco Olivas	1	1577
2011	50084	Clarés de Ribota	1	1035
2011	50085	Codo	1	1877
2011	50086	Codos	2	2623
2011	50087	Contamina	1	389
2011	50088	Cosuenda	3	4663
2011	50089	Cuarte de Huerva	39	24790
2011	50090	Cubel	1	2570
2011	50091	Cuerlas (Las)	1	883
2011	50092	Chiprana	2	2694
2011	50093	Chodes	1	1109
2011	50094	Daroca	8	30784
2011	50095	Ejea de los Caballeros	55	170384
2011	50096	Embid de Ariza	1	574
2011	50098	Encinacorba	2	3021
2011	50099	Épila	12	35460
2011	50100	Erla	1	4136
