Año	Nº Accidentes	Grupo	Descripción ocupación	Sexo	Código	Municipio
2009,0	18	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50025	Almunia de Doña Godina (La)
2009,0	44	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50067	Calatayud
2009,0	20	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50074	Caspe
2009,0	115	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50089	Cuarte de Huerva
2009,0	77	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50095	Ejea de los Caballeros
2009,0	16	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50163	María de Huerva
2009,0	55	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50182	Muela (La)
2009,0	107	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50219	Puebla de Alfindén (La)
2009,0	47	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50251	Tarazona
2009,0	44	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50252	Tauste
2009,0	89	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50272	Utebo
2009,0	1654	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50297	Zaragoza
2009,0	54	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50298	Zuera
2009,0	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22048	Barbastro
2009,0	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22061	Binéfar
2009,0	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22112	Fraga
2009,0	6	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22125	Huesca
2009,0	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22158	Monzón
2009,0	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22199	Sabiñánigo
2009,0	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	44013	Alcañiz
2009,0	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	44025	Andorra
2009,0	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	44216	Teruel
2009,0	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50008	Alagón
2009,0	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50025	Almunia de Doña Godina (La)
2009,0	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50067	Calatayud
2009,0	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50074	Caspe
2009,0	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50089	Cuarte de Huerva
2009,0	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50095	Ejea de los Caballeros
2009,0	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50182	Muela (La)
2009,0	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50252	Tauste
2009,0	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50272	Utebo
2009,0	53	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50297	Zaragoza
2009,0	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50298	Zuera
2009,0	37	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22048	Barbastro
2009,0	15	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22061	Binéfar
2009,0	33	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22112	Fraga
2009,0	109	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22125	Huesca
2009,0	21	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22130	Jaca
2009,0	64	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22158	Monzón
2009,0	18	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22199	Sabiñánigo
2009,0	42	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44013	Alcañiz
2009,0	25	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44025	Andorra
2009,0	51	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44216	Teruel
2009,0	17	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50008	Alagón
2009,0	20	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50025	Almunia de Doña Godina (La)
2009,0	32	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50067	Calatayud
2009,0	12	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50074	Caspe
2009,0	70	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50089	Cuarte de Huerva
2009,0	41	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50095	Ejea de los Caballeros
2009,0	13	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50163	María de Huerva
2009,0	58	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50182	Muela (La)
2009,0	104	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50219	Puebla de Alfindén (La)
2009,0	22	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50251	Tarazona
2009,0	12	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50252	Tauste
2009,0	27	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50272	Utebo
2009,0	1185	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50297	Zaragoza
2009,0	32	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50298	Zuera
2009,0	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22048	Barbastro
2009,0	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22061	Binéfar
2009,0	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22112	Fraga
2009,0	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22125	Huesca
2009,0	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22130	Jaca
2009,0	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22158	Monzón
2009,0	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22199	Sabiñánigo
2009,0	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44013	Alcañiz
2009,0	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44216	Teruel
2009,0	5	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50067	Calatayud
2009,0	5	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50089	Cuarte de Huerva
2009,0	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50095	Ejea de los Caballeros
2009,0	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50163	María de Huerva
2009,0	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50182	Muela (La)
2009,0	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50219	Puebla de Alfindén (La)
2009,0	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50251	Tarazona
2009,0	16	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50252	Tauste
2009,0	89	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50297	Zaragoza
2009,0	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50298	Zuera
2009,0	34	9	Trabajadores no cualificados	Hombres	22048	Barbastro
2009,0	23	9	Trabajadores no cualificados	Hombres	22061	Binéfar
2009,0	44	9	Trabajadores no cualificados	Hombres	22112	Fraga
2009,0	82	9	Trabajadores no cualificados	Hombres	22125	Huesca
2009,0	32	9	Trabajadores no cualificados	Hombres	22130	Jaca
2009,0	43	9	Trabajadores no cualificados	Hombres	22158	Monzón
2009,0	8	9	Trabajadores no cualificados	Hombres	22199	Sabiñánigo
2009,0	36	9	Trabajadores no cualificados	Hombres	44013	Alcañiz
2009,0	19	9	Trabajadores no cualificados	Hombres	44025	Andorra
2009,0	117	9	Trabajadores no cualificados	Hombres	44216	Teruel
2009,0	32	9	Trabajadores no cualificados	Hombres	50008	Alagón
2009,0	25	9	Trabajadores no cualificados	Hombres	50025	Almunia de Doña Godina (La)
2009,0	35	9	Trabajadores no cualificados	Hombres	50067	Calatayud
2009,0	39	9	Trabajadores no cualificados	Hombres	50074	Caspe
2009,0	52	9	Trabajadores no cualificados	Hombres	50089	Cuarte de Huerva
2009,0	56	9	Trabajadores no cualificados	Hombres	50095	Ejea de los Caballeros
2009,0	7	9	Trabajadores no cualificados	Hombres	50163	María de Huerva
2009,0	36	9	Trabajadores no cualificados	Hombres	50182	Muela (La)
2009,0	29	9	Trabajadores no cualificados	Hombres	50219	Puebla de Alfindén (La)
2009,0	29	9	Trabajadores no cualificados	Hombres	50251	Tarazona
2009,0	24	9	Trabajadores no cualificados	Hombres	50252	Tauste
2009,0	30	9	Trabajadores no cualificados	Hombres	50272	Utebo
2009,0	1098	9	Trabajadores no cualificados	Hombres	50297	Zaragoza
2009,0	30	9	Trabajadores no cualificados	Hombres	50298	Zuera
2009,0	18	9	Trabajadores no cualificados	Mujeres	22048	Barbastro
2009,0	5	9	Trabajadores no cualificados	Mujeres	22061	Binéfar
2009,0	15	9	Trabajadores no cualificados	Mujeres	22112	Fraga
2009,0	36	9	Trabajadores no cualificados	Mujeres	22125	Huesca
2009,0	9	9	Trabajadores no cualificados	Mujeres	22130	Jaca
2009,0	4	9	Trabajadores no cualificados	Mujeres	22158	Monzón
2009,0	2	9	Trabajadores no cualificados	Mujeres	22199	Sabiñánigo
2009,0	17	9	Trabajadores no cualificados	Mujeres	44013	Alcañiz
2009,0	5	9	Trabajadores no cualificados	Mujeres	44025	Andorra
2009,0	32	9	Trabajadores no cualificados	Mujeres	44216	Teruel
2009,0	27	9	Trabajadores no cualificados	Mujeres	50008	Alagón
2009,0	11	9	Trabajadores no cualificados	Mujeres	50025	Almunia de Doña Godina (La)
2009,0	15	9	Trabajadores no cualificados	Mujeres	50067	Calatayud
2009,0	19	9	Trabajadores no cualificados	Mujeres	50074	Caspe
2009,0	16	9	Trabajadores no cualificados	Mujeres	50089	Cuarte de Huerva
2009,0	21	9	Trabajadores no cualificados	Mujeres	50095	Ejea de los Caballeros
2009,0	4	9	Trabajadores no cualificados	Mujeres	50163	María de Huerva
2009,0	7	9	Trabajadores no cualificados	Mujeres	50182	Muela (La)
2009,0	12	9	Trabajadores no cualificados	Mujeres	50219	Puebla de Alfindén (La)
2009,0	14	9	Trabajadores no cualificados	Mujeres	50251	Tarazona
2009,0	10	9	Trabajadores no cualificados	Mujeres	50252	Tauste
2009,0	27	9	Trabajadores no cualificados	Mujeres	50272	Utebo
2009,0	697	9	Trabajadores no cualificados	Mujeres	50297	Zaragoza
2009,0	7	9	Trabajadores no cualificados	Mujeres	50298	Zuera
2009,0	3	NC	No consta	Hombres	22048	Barbastro
2009,0	2	NC	No consta	Hombres	22125	Huesca
2009,0	3	NC	No consta	Hombres	22130	Jaca
2009,0	3	NC	No consta	Hombres	22158	Monzón
2009,0	1	NC	No consta	Hombres	44013	Alcañiz
2009,0	3	NC	No consta	Hombres	44216	Teruel
2009,0	4	NC	No consta	Hombres	50067	Calatayud
2009,0	2	NC	No consta	Hombres	50074	Caspe
2009,0	3	NC	No consta	Hombres	50089	Cuarte de Huerva
2009,0	1	NC	No consta	Hombres	50095	Ejea de los Caballeros
2009,0	1	NC	No consta	Hombres	50182	Muela (La)
2009,0	1	NC	No consta	Hombres	50219	Puebla de Alfindén (La)
2009,0	1	NC	No consta	Hombres	50251	Tarazona
2009,0	139	NC	No consta	Hombres	50297	Zaragoza
2009,0	2	NC	No consta	Mujeres	22048	Barbastro
2009,0	1	NC	No consta	Mujeres	22112	Fraga
2009,0	1	NC	No consta	Mujeres	22125	Huesca
2009,0	1	NC	No consta	Mujeres	44216	Teruel
2009,0	2	NC	No consta	Mujeres	50089	Cuarte de Huerva
2009,0	1	NC	No consta	Mujeres	50251	Tarazona
2009,0	47	NC	No consta	Mujeres	50297	Zaragoza
2008,0	1	0	Fuerzas armadas	Hombres	22125	Huesca
2008,0	3	0	Fuerzas armadas	Hombres	22130	Jaca
2008,0	1	0	Fuerzas armadas	Hombres	22158	Monzón
2008,0	1	0	Fuerzas armadas	Hombres	44216	Teruel
2008,0	3	0	Fuerzas armadas	Hombres	50219	Puebla de Alfindén (La)
2008,0	1	0	Fuerzas armadas	Hombres	50251	Tarazona
2008,0	1	0	Fuerzas armadas	Hombres	50252	Tauste
2008,0	5	0	Fuerzas armadas	Hombres	50272	Utebo
2008,0	25	0	Fuerzas armadas	Hombres	50297	Zaragoza
2008,0	1	0	Fuerzas armadas	Mujeres	50067	Calatayud
2008,0	12	0	Fuerzas armadas	Mujeres	50297	Zaragoza
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	22125	Huesca
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	22158	Monzón
2008,0	2	1	Dirección de las empresas y de las administraciones públicas	Hombres	50089	Cuarte de Huerva
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	50095	Ejea de los Caballeros
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	50182	Muela (La)
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	50272	Utebo
2008,0	20	1	Dirección de las empresas y de las administraciones públicas	Hombres	50297	Zaragoza
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	50182	Muela (La)
2008,0	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	50251	Tarazona
2008,0	10	1	Dirección de las empresas y de las administraciones públicas	Mujeres	50297	Zaragoza
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	22048	Barbastro
2008,0	9	2	Técnicos y profesionales científicos e intelectuales	Hombres	22125	Huesca
2008,0	3	2	Técnicos y profesionales científicos e intelectuales	Hombres	22130	Jaca
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	44013	Alcañiz
2008,0	12	2	Técnicos y profesionales científicos e intelectuales	Hombres	44216	Teruel
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50067	Calatayud
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50089	Cuarte de Huerva
2008,0	4	2	Técnicos y profesionales científicos e intelectuales	Hombres	50095	Ejea de los Caballeros
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	50182	Muela (La)
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50219	Puebla de Alfindén (La)
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50251	Tarazona
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50252	Tauste
2008,0	71	2	Técnicos y profesionales científicos e intelectuales	Hombres	50297	Zaragoza
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50298	Zuera
2008,0	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22048	Barbastro
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22061	Binéfar
2008,0	9	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22125	Huesca
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22130	Jaca
2008,0	12	2	Técnicos y profesionales científicos e intelectuales	Mujeres	44216	Teruel
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50025	Almunia de Doña Godina (La)
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50067	Calatayud
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50074	Caspe
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50163	María de Huerva
2008,0	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50182	Muela (La)
2008,0	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50272	Utebo
2008,0	120	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50297	Zaragoza
2008,0	4	3	Técnicos y profesionales de apoyo	Hombres	22048	Barbastro
2008,0	3	3	Técnicos y profesionales de apoyo	Hombres	22112	Fraga
2008,0	15	3	Técnicos y profesionales de apoyo	Hombres	22125	Huesca
2008,0	3	3	Técnicos y profesionales de apoyo	Hombres	22130	Jaca
2008,0	3	3	Técnicos y profesionales de apoyo	Hombres	22158	Monzón
2008,0	1	3	Técnicos y profesionales de apoyo	Hombres	22199	Sabiñánigo
2008,0	5	3	Técnicos y profesionales de apoyo	Hombres	44013	Alcañiz
2008,0	5	3	Técnicos y profesionales de apoyo	Hombres	44216	Teruel
2008,0	4	3	Técnicos y profesionales de apoyo	Hombres	50067	Calatayud
2008,0	16	3	Técnicos y profesionales de apoyo	Hombres	50089	Cuarte de Huerva
2008,0	5	3	Técnicos y profesionales de apoyo	Hombres	50219	Puebla de Alfindén (La)
2008,0	1	3	Técnicos y profesionales de apoyo	Hombres	50251	Tarazona
2008,0	5	3	Técnicos y profesionales de apoyo	Hombres	50252	Tauste
2008,0	5	3	Técnicos y profesionales de apoyo	Hombres	50272	Utebo
2008,0	198	3	Técnicos y profesionales de apoyo	Hombres	50297	Zaragoza
2008,0	2	3	Técnicos y profesionales de apoyo	Hombres	50298	Zuera
2008,0	9	3	Técnicos y profesionales de apoyo	Mujeres	22048	Barbastro
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	22061	Binéfar
2008,0	3	3	Técnicos y profesionales de apoyo	Mujeres	22112	Fraga
2008,0	9	3	Técnicos y profesionales de apoyo	Mujeres	22125	Huesca
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	22158	Monzón
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	22199	Sabiñánigo
2008,0	4	3	Técnicos y profesionales de apoyo	Mujeres	44013	Alcañiz
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	44025	Andorra
2008,0	8	3	Técnicos y profesionales de apoyo	Mujeres	44216	Teruel
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	50008	Alagón
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	50025	Almunia de Doña Godina (La)
2008,0	9	3	Técnicos y profesionales de apoyo	Mujeres	50067	Calatayud
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	50089	Cuarte de Huerva
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	50095	Ejea de los Caballeros
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	50182	Muela (La)
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	50251	Tarazona
2008,0	2	3	Técnicos y profesionales de apoyo	Mujeres	50272	Utebo
2008,0	130	3	Técnicos y profesionales de apoyo	Mujeres	50297	Zaragoza
2008,0	1	3	Técnicos y profesionales de apoyo	Mujeres	50298	Zuera
2008,0	2	4	Empleados de tipo administrativo	Hombres	22112	Fraga
2008,0	5	4	Empleados de tipo administrativo	Hombres	22125	Huesca
2008,0	2	4	Empleados de tipo administrativo	Hombres	22158	Monzón
2008,0	1	4	Empleados de tipo administrativo	Hombres	44013	Alcañiz
2008,0	5	4	Empleados de tipo administrativo	Hombres	44216	Teruel
2008,0	1	4	Empleados de tipo administrativo	Hombres	50025	Almunia de Doña Godina (La)
2008,0	3	4	Empleados de tipo administrativo	Hombres	50067	Calatayud
2008,0	1	4	Empleados de tipo administrativo	Hombres	50074	Caspe
2008,0	3	4	Empleados de tipo administrativo	Hombres	50089	Cuarte de Huerva
2008,0	3	4	Empleados de tipo administrativo	Hombres	50095	Ejea de los Caballeros
2008,0	3	4	Empleados de tipo administrativo	Hombres	50219	Puebla de Alfindén (La)
2008,0	1	4	Empleados de tipo administrativo	Hombres	50252	Tauste
2008,0	2	4	Empleados de tipo administrativo	Hombres	50272	Utebo
2008,0	98	4	Empleados de tipo administrativo	Hombres	50297	Zaragoza
2008,0	2	4	Empleados de tipo administrativo	Hombres	50298	Zuera
2008,0	3	4	Empleados de tipo administrativo	Mujeres	22048	Barbastro
2008,0	2	4	Empleados de tipo administrativo	Mujeres	22061	Binéfar
2008,0	5	4	Empleados de tipo administrativo	Mujeres	22112	Fraga
2008,0	16	4	Empleados de tipo administrativo	Mujeres	22125	Huesca
2008,0	4	4	Empleados de tipo administrativo	Mujeres	22130	Jaca
2008,0	2	4	Empleados de tipo administrativo	Mujeres	22158	Monzón
2008,0	1	4	Empleados de tipo administrativo	Mujeres	22199	Sabiñánigo
2008,0	3	4	Empleados de tipo administrativo	Mujeres	44013	Alcañiz
2008,0	1	4	Empleados de tipo administrativo	Mujeres	44025	Andorra
2008,0	18	4	Empleados de tipo administrativo	Mujeres	44216	Teruel
2008,0	4	4	Empleados de tipo administrativo	Mujeres	50008	Alagón
2008,0	3	4	Empleados de tipo administrativo	Mujeres	50025	Almunia de Doña Godina (La)
2008,0	3	4	Empleados de tipo administrativo	Mujeres	50067	Calatayud
2008,0	1	4	Empleados de tipo administrativo	Mujeres	50074	Caspe
2008,0	2	4	Empleados de tipo administrativo	Mujeres	50089	Cuarte de Huerva
2008,0	1	4	Empleados de tipo administrativo	Mujeres	50095	Ejea de los Caballeros
2008,0	1	4	Empleados de tipo administrativo	Mujeres	50182	Muela (La)
2008,0	4	4	Empleados de tipo administrativo	Mujeres	50219	Puebla de Alfindén (La)
2008,0	3	4	Empleados de tipo administrativo	Mujeres	50252	Tauste
2008,0	9	4	Empleados de tipo administrativo	Mujeres	50272	Utebo
2008,0	212	4	Empleados de tipo administrativo	Mujeres	50297	Zaragoza
2008,0	3	4	Empleados de tipo administrativo	Mujeres	50298	Zuera
2008,0	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22048	Barbastro
2008,0	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22061	Binéfar
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22112	Fraga
2008,0	29	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22125	Huesca
2008,0	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22130	Jaca
2008,0	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22158	Monzón
2008,0	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22199	Sabiñánigo
2008,0	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	44013	Alcañiz
2008,0	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	44025	Andorra
2008,0	21	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	44216	Teruel
2008,0	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50008	Alagón
2008,0	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50067	Calatayud
2008,0	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50089	Cuarte de Huerva
2008,0	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50095	Ejea de los Caballeros
2008,0	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50163	María de Huerva
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50182	Muela (La)
2008,0	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50219	Puebla de Alfindén (La)
2008,0	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50251	Tarazona
2008,0	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50272	Utebo
2008,0	477	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50297	Zaragoza
2008,0	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50298	Zuera
2008,0	32	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22048	Barbastro
2008,0	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22061	Binéfar
2008,0	20	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22112	Fraga
2008,0	100	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22125	Huesca
2008,0	33	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22130	Jaca
2008,0	32	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22158	Monzón
2008,0	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22199	Sabiñánigo
2008,0	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	44013	Alcañiz
2008,0	24	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	44025	Andorra
2008,0	65	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	44216	Teruel
2008,0	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50008	Alagón
2008,0	16	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50025	Almunia de Doña Godina (La)
2008,0	32	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50067	Calatayud
2008,0	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50074	Caspe
2008,0	15	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50089	Cuarte de Huerva
2008,0	12	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50095	Ejea de los Caballeros
